AAA,OS,Linux,5.10.63-v7l+,#1459 SMP Wed Oct 6 16:41:57 BST 2021,armv7l
AAA,boottime,09:09 AM 29-Jun-2022
AAA,command,nmon -ft -s 1 -c 300 -TU -g auto -D 
AAA,cpus,4
AAA,date,29-JUN-2022
CPUUTIL000,T0207,3.70,0.00,5.55,89.77,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0208,11.99,0.00,7.38,73.81,0.00,0.00,0.92,0.00,0.00,0.00
CPUUTIL000,T0209,6.80,0.00,4.85,92.22,0.00,0.00,0.97,0.00,0.00,0.00
CPUUTIL000,T0210,1.93,0.00,5.79,90.76,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0211,4.92,0.00,1.97,88.47,0.00,0.00,2.95,0.00,0.00,0.00
CPUUTIL000,T0212,0.98,0.00,0.98,94.60,0.00,0.00,0.98,0.00,0.00,0.00
CPUUTIL000,T0213,2.88,0.00,4.80,89.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0214,8.85,0.00,18.68,72.76,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0215,0.00,0.00,0.00,92.40,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0216,1.92,0.00,5.77,91.42,0.00,0.00,0.96,0.00,0.00,0.00
CPUUTIL000,T0217,6.87,0.00,4.91,83.41,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0218,17.26,0.00,1.92,75.76,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0219,3.67,0.00,2.75,92.62,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0220,0.00,0.00,0.00,99.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0221,1.95,0.00,2.92,92.40,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0222,1.93,0.00,5.80,89.84,0.00,0.00,0.97,0.00,0.00,0.00
CPUUTIL000,T0223,1.97,0.00,0.98,96.33,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0224,2.89,0.00,3.85,92.49,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0225,1.93,0.00,3.86,89.70,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0226,0.97,0.00,2.92,93.31,0.00,0.00,0.97,0.00,0.00,0.00
CPUUTIL000,T0227,1.93,0.00,0.97,93.61,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0228,0.00,0.00,0.00,97.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0229,0.00,0.00,0.96,97.35,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0230,3.86,0.00,1.93,92.67,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0231,1.92,0.00,3.84,95.89,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0232,2.95,0.00,0.98,94.39,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0233,0.91,0.00,3.66,93.22,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0234,1.92,0.00,1.92,96.05,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0235,1.97,0.00,0.00,94.37,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0236,5.78,0.00,7.71,90.62,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0237,13.62,0.00,9.73,73.95,0.00,0.00,1.95,0.00,0.00,0.00
CPUUTIL000,T0238,1.76,0.00,8.80,85.38,0.00,0.00,0.88,0.00,0.00,0.00
CPUUTIL000,T0239,5.90,0.00,0.98,92.39,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0240,0.96,0.00,2.88,92.22,0.00,0.00,1.92,0.00,0.00,0.00
CPUUTIL000,T0241,6.88,0.00,11.80,79.63,0.00,0.00,0.98,0.00,0.00,0.00
CPUUTIL000,T0242,0.00,0.00,0.00,99.29,0.00,0.00,0.98,0.00,0.00,0.00
CPUUTIL000,T0243,0.00,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0244,0.00,0.00,0.00,99.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0245,1.94,0.00,3.89,94.24,0.00,0.00,0.97,0.00,0.00,0.00
CPUUTIL000,T0246,0.00,0.00,0.00,98.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0247,0.00,0.00,1.97,96.30,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0248,3.90,0.00,0.00,95.51,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0249,0.91,0.00,4.54,93.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0250,0.00,0.00,2.95,94.35,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0251,0.95,0.00,1.90,96.90,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0252,0.96,0.00,3.84,94.03,0.00,0.00,0.96,0.00,0.00,0.00
CPUUTIL000,T0253,0.96,0.00,2.89,95.29,0.00,0.00,1.93,0.00,0.00,0.00
CPUUTIL000,T0254,0.98,0.00,0.00,97.19,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0255,2.90,0.00,1.93,95.60,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0256,1.91,0.00,0.95,92.56,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0257,4.87,0.00,2.92,94.43,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0258,2.89,0.00,3.86,91.56,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0259,1.92,0.00,1.92,94.08,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0260,2.90,0.00,4.84,94.81,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0261,2.90,0.00,0.97,93.84,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL000,T0262,5.44,0.00,5.44,86.16,0.00,0.00,0.91,0.00,0.00,0.00
CPUUTIL000,T0263,1.95,0.00,0.00,99.48,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,CPU Util Stats CPU1 IFHP-Raspi,User%,Nice%,Sys%,Idle%,Wait%,Irq%,Softirq%,Steal%,Guest%,Guest_nice%
CPUUTIL001,T0001,0.72,0.00,2.15,81.65,0.72,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0002,5.79,0.00,8.69,83.02,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0003,2.07,0.00,5.51,89.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0004,14.94,0.00,12.45,71.36,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0005,0.87,0.00,4.33,94.48,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0006,0.00,0.00,0.88,99.16,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0007,0.00,0.00,0.00,100.22,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0008,0.00,0.00,0.00,99.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0009,0.00,0.00,1.91,100.04,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0010,0.00,0.00,0.95,99.94,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0011,0.00,0.00,1.96,97.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0012,0.00,0.00,0.00,100.16,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0013,1.96,0.00,0.98,97.25,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0014,0.00,0.00,0.00,100.18,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0015,0.98,0.00,0.00,99.27,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0016,0.00,0.00,0.00,99.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0017,0.00,0.00,0.00,99.98,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0018,25.42,0.00,3.91,69.41,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0019,0.92,0.00,0.92,99.48,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0020,0.00,0.00,0.92,99.50,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0021,0.00,0.00,0.00,99.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0022,0.95,0.00,0.00,99.83,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0023,0.00,0.00,0.00,100.24,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0024,0.00,0.00,0.00,100.14,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0025,0.00,0.00,0.00,99.22,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0026,0.00,0.00,0.00,100.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0027,0.00,0.00,0.00,100.25,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0028,0.95,0.00,0.00,99.10,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0029,0.00,0.00,0.00,100.22,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0030,0.00,0.00,0.00,100.16,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0031,0.00,0.00,1.90,97.85,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0032,0.00,0.00,0.00,99.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0033,0.98,0.00,1.96,97.05,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0034,0.00,0.00,0.00,99.06,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0035,0.95,0.00,1.90,97.05,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0036,0.00,0.00,0.00,99.23,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0037,0.00,0.00,0.00,100.20,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0038,0.00,0.00,0.00,99.28,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0039,0.00,0.00,0.00,99.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0040,0.00,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0041,0.00,0.00,0.00,100.27,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0042,0.00,0.00,0.00,100.18,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0043,0.98,0.00,0.00,97.26,1.96,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0044,0.00,0.00,0.00,99.97,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0045,3.80,0.00,6.66,88.45,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0046,11.44,0.00,7.04,85.36,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0047,1.90,0.00,1.90,97.88,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0048,4.75,0.00,1.90,91.28,1.90,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0049,0.95,0.00,1.90,96.04,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0050,1.92,0.00,5.76,91.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0051,10.81,0.00,3.93,85.47,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0052,8.55,0.00,2.85,89.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0053,3.83,0.00,3.83,90.07,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0054,3.73,0.00,4.66,93.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0055,5.71,0.00,0.00,91.41,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0056,10.61,0.00,0.96,84.90,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0057,0.86,0.00,1.71,97.68,0.86,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0058,1.92,0.00,1.92,95.99,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0059,0.91,0.00,1.83,95.92,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0060,0.00,0.00,0.00,99.84,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0061,28.59,0.00,6.67,62.91,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0062,0.98,0.00,0.00,98.22,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0063,0.97,0.00,5.79,96.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0064,1.97,0.00,1.97,95.32,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0065,2.77,0.00,3.70,92.43,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0066,2.89,0.00,3.85,93.36,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0067,7.86,0.00,8.84,85.50,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0068,9.67,0.00,5.80,87.03,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0069,1.94,0.00,3.89,94.30,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0070,0.98,0.00,3.93,93.38,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0071,5.90,0.00,11.79,81.56,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0072,11.76,0.00,11.76,73.53,1.96,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0073,3.93,0.00,2.94,91.26,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0074,8.84,0.00,4.91,82.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0075,3.81,0.00,1.91,94.34,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0076,0.00,0.00,0.00,99.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0077,1.92,0.00,0.00,98.88,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0078,0.00,0.00,0.00,99.82,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0079,0.00,0.00,1.93,96.50,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0080,0.96,0.00,0.00,98.89,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0081,3.84,0.00,0.00,97.02,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0082,0.00,0.00,0.00,99.30,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0083,1.93,0.00,0.96,97.34,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0084,1.92,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0085,2.88,0.00,0.00,96.02,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0086,1.97,0.00,0.00,98.32,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0087,7.72,0.00,3.86,84.91,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0088,0.00,0.00,0.00,98.27,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0089,1.82,0.00,5.45,91.78,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0090,2.88,0.00,3.84,95.05,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0091,0.00,0.00,0.00,98.31,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0092,0.00,0.00,0.00,98.91,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0093,0.00,0.00,0.00,99.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0094,0.00,0.00,0.00,100.05,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0095,0.00,0.00,0.00,99.45,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0096,10.57,0.00,4.80,85.51,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0097,7.87,0.00,1.97,92.42,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0098,8.68,0.00,0.00,90.64,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0099,7.71,0.00,1.93,92.50,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0100,12.78,0.00,5.90,78.63,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0101,19.66,0.00,8.85,69.81,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0102,46.84,0.00,9.18,30.31,10.10,0.00,1.84,0.00,0.00,0.00
CPUUTIL001,T0103,38.51,0.00,11.27,40.39,5.64,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0104,23.59,0.00,12.78,57.01,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0105,31.39,0.00,8.83,61.80,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0106,25.56,0.00,10.81,66.85,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0107,41.95,0.00,8.78,46.83,1.95,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0108,27.44,0.00,8.82,62.71,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0109,1.97,0.00,3.93,93.38,1.97,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0110,11.44,0.00,4.77,80.07,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0111,8.64,0.00,7.68,78.74,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0112,19.66,0.00,0.98,74.71,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0113,18.67,0.00,2.95,75.66,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0114,11.58,0.00,3.86,83.94,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0115,0.00,0.00,0.00,99.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0116,3.84,0.00,0.00,95.99,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0117,5.48,0.00,1.83,92.24,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0118,5.76,0.00,0.96,93.09,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0119,4.86,0.00,3.89,89.36,0.97,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0120,9.83,0.00,3.93,85.50,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0121,20.16,0.00,12.48,66.25,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0122,47.47,0.00,13.56,38.75,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0123,9.79,0.00,4.90,85.18,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0124,6.76,0.00,4.83,81.07,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0125,5.89,0.00,1.96,90.35,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0126,4.92,0.00,7.86,85.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0127,11.80,0.00,9.83,77.66,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0128,17.92,0.00,0.94,79.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0129,11.80,0.00,13.76,71.77,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0130,26.52,0.00,11.79,66.80,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0131,44.97,0.00,11.73,44.97,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0132,22.33,0.00,9.71,63.10,0.97,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0133,41.96,0.00,16.59,34.16,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0134,18.67,0.00,7.86,79.58,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0135,13.71,0.00,7.83,77.34,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0136,8.66,0.00,4.81,83.68,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0137,6.86,0.00,0.00,90.11,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0138,13.42,0.00,2.88,81.48,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0139,13.57,0.00,10.66,76.59,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0140,10.61,0.00,2.89,86.82,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0141,24.20,0.00,0.97,76.48,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0142,4.91,0.00,1.97,91.42,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0143,7.84,0.00,4.90,89.21,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0144,3.88,0.00,2.91,92.11,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0145,29.45,0.00,14.72,59.87,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0146,33.06,0.00,9.72,46.68,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0147,9.77,0.00,12.70,75.24,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0148,7.72,0.00,3.86,86.87,0.97,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0149,15.45,0.00,4.83,82.10,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0150,0.92,0.00,2.76,94.68,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0151,9.65,0.00,6.76,85.89,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0152,0.98,0.00,1.96,92.34,0.98,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0153,16.25,0.00,5.74,77.44,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0154,15.52,0.00,4.85,80.53,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0155,25.49,0.00,4.90,61.76,6.86,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0156,18.54,0.00,7.81,67.33,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0157,4.91,0.00,2.95,91.41,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0158,0.00,0.00,0.98,98.25,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0159,2.88,0.00,1.92,94.09,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0160,2.95,0.00,0.00,95.36,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0161,1.91,0.00,1.91,91.73,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0162,5.79,0.00,0.00,93.60,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0163,0.97,0.00,0.97,95.31,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0164,3.90,0.00,6.82,88.72,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0165,1.94,0.00,3.89,94.30,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0166,3.93,0.00,10.81,81.60,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0167,8.16,0.00,7.25,80.66,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0168,0.98,0.00,3.93,95.34,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0169,2.95,0.00,0.98,93.39,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0170,0.92,0.00,2.76,94.67,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0171,0.96,0.00,0.96,98.88,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0172,0.98,0.00,0.98,98.29,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0173,4.88,0.00,6.83,88.75,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0174,2.95,0.00,1.97,92.41,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0175,2.95,0.00,2.95,95.36,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0176,9.61,0.00,1.92,87.47,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0177,1.93,0.00,2.89,94.52,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0178,7.86,0.00,1.97,91.42,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0179,0.95,0.00,5.71,93.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0180,0.00,0.00,0.00,98.94,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0181,0.00,0.00,0.00,85.39,13.74,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0182,0.00,0.00,3.86,95.65,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0183,3.84,0.00,3.84,93.06,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0184,0.00,0.00,1.97,98.32,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0185,2.90,0.00,3.86,93.65,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0186,2.88,0.00,2.88,94.11,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0187,8.69,0.00,6.76,85.00,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0188,5.89,0.00,10.80,80.53,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0189,1.96,0.00,1.96,92.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0190,0.00,0.00,1.96,97.22,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0191,2.88,0.00,5.76,81.55,7.68,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0192,9.16,0.00,2.75,88.83,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0193,0.96,0.00,0.96,98.35,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0194,0.00,0.00,0.98,98.28,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0195,0.96,0.00,4.81,94.32,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0196,3.84,0.00,0.96,93.05,0.96,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0197,1.92,0.00,0.96,95.97,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0198,1.92,0.00,4.80,92.20,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0199,2.89,0.00,0.96,97.31,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0200,1.93,0.00,0.97,96.56,0.00,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0201,12.48,0.00,4.80,79.69,0.96,0.00,0.00,0.00,0.00,0.00
CPUUTIL001,T0202,10.79,0.00,4.90,84.33,0.00,0.00,0.00,0.00,0.00,0.00
